datetime,road_name,traffic_volume,average_speed,temperature,weather,is_workday
2023-05-01 21:30:00,Broadway,458.0,33.89764692888368,24.68113571505201,Rainy,True
2023-05-01 22:00:00,Broadway,672.0,38.93679076187181,23.64921791877313,Rainy,False
2023-05-01 22:30:00,Main St,464.0,,26.4950651892911,Rainy,True
2023-05-01 23:00:00,Broadway,478.0,41.61151990187311,27.758483428148153,Sunny,True
2023-05-01 23:30:00,River Blvd,417.0,,22.73743150186189,Cloudy,True
2023-05-02 00:00:00,Broadway,450.0,,,Rainy,False
2023-05-02 00:30:00,Oak Rd,423.0,24.35141809028431,23.169175749969295,Rainy,True
2023-05-02 01:00:00,Oak Rd,617.0,35.25058743787173,21.4885187204061,Cloudy,False
2023-05-02 01:30:00,Oak Rd,366.0,45.71226156778245,24.243073806271003,Cloudy,True
2023-05-02 02:00:00,Oak Rd,580.0,42.6655144399116,21.171071683082562,Cloudy,False
2023-05-02 02:30:00,River Blvd,582.0,,27.331429908148806,Cloudy,True
2023-05-02 03:00:00,Park Ave,637.0,36.161967801385295,24.293428614411724,Sunny,True
2023-05-02 03:30:00,Main St,504.0,42.059943036666276,28.668207591340746,Cloudy,True
2023-05-02 04:00:00,Oak Rd,397.0,32.43778312588965,,Rainy,True
2023-05-02 04:30:00,Broadway,482.0,50.63863464077885,24.53189940889108,Cloudy,True
2023-05-02 05:00:00,Oak Rd,559.0,40.420927341247825,22.95966901368097,Rainy,False
2023-05-02 05:30:00,Broadway,508.0,,29.134130003036013,Sunny,False
2023-05-02 06:00:00,Broadway,536.0,54.110710623455226,,Rainy,True
2023-05-02 06:30:00,Oak Rd,636.0,27.183817578943238,26.32261087238089,Sunny,False
2023-05-02 07:00:00,River Blvd,,55.64957635028676,30.230477075155743,Rainy,False
2023-05-02 07:30:00,Broadway,519.0,49.310865203268435,24.56052820975033,Sunny,True
2023-05-02 08:00:00,Broadway,315.0,38.43442993250448,24.500869436757725,Cloudy,False
2023-05-02 08:30:00,Oak Rd,421.0,,23.848346076348466,Sunny,True
2023-05-02 09:00:00,Broadway,459.0,34.921129256397386,25.950243661970376,Cloudy,True
2023-05-02 09:30:00,Broadway,302.0,53.61045597659923,29.03474248383986,Sunny,True
2023-05-02 10:00:00,Oak Rd,389.0,40.99184693859559,28.886473376711347,Cloudy,True
2023-05-02 10:30:00,Oak Rd,473.0,,27.456330212900742,Sunny,True
2023-05-02 11:00:00,Main St,489.0,33.69145711499966,31.049518440063068,Rainy,True
2023-05-02 11:30:00,River Blvd,550.0,42.81708003999498,25.413321104985645,Rainy,True
2023-05-02 12:00:00,River Blvd,479.0,48.859443236003514,32.02318403319612,Rainy,False
2023-05-02 12:30:00,Broadway,524.0,43.07750556206233,30.249484254595576,Cloudy,True
2023-05-02 13:00:00,River Blvd,458.0,45.61398746391748,21.731512888961976,Rainy,True
2023-05-02 13:30:00,Broadway,504.0,32.40253728941401,,Rainy,True
2023-05-02 14:00:00,Main St,545.0,43.04537398515958,15.717331710609862,Sunny,True
2023-05-02 14:30:00,Oak Rd,647.0,32.454064309665995,,Rainy,True
2023-05-02 15:00:00,Oak Rd,448.0,39.81638182904353,24.64352501818453,Cloudy,True
2023-05-02 15:30:00,Oak Rd,514.0,35.07066842718933,21.11493877106271,Cloudy,False
2023-05-02 16:00:00,River Blvd,586.0,37.953735196518444,16.262457058718734,Sunny,False
2023-05-02 16:30:00,Main St,356.0,22.48373330370758,24.324089246884242,Cloudy,False
2023-05-02 17:00:00,River Blvd,699.0,40.264660896156755,31.0769051884518,Cloudy,True
2023-05-02 17:30:00,River Blvd,617.0,38.92470192191914,26.2136788992647,Sunny,True
2023-05-02 18:00:00,Main St,328.0,24.84611973520704,23.01946969337024,Rainy,True
2023-05-02 18:30:00,Main St,537.0,43.412659454726395,24.05011910008282,Sunny,False
2023-05-02 19:00:00,Main St,443.0,48.2602292296174,31.649708525798488,Sunny,True
2023-05-02 19:30:00,Main St,460.0,43.15274070949333,28.494200880686577,Rainy,True
2023-05-02 20:00:00,Oak Rd,535.0,47.85684249572731,24.791885923872215,Sunny,True
2023-05-02 20:30:00,Park Ave,605.0,34.7301873167616,29.6725327151355,Cloudy,False
2023-05-02 21:00:00,Park Ave,453.0,37.872174872779084,28.967191061294617,Sunny,True
2023-05-02 21:30:00,Main St,454.0,40.74175501247198,20.554821566648734,Rainy,True
2023-05-02 22:00:00,Park Ave,537.0,41.45990361161284,23.269127202757442,Rainy,True
2023-05-02 22:30:00,Park Ave,557.0,16.503281421906717,32.096949483796,Sunny,False
2023-05-02 23:00:00,Main St,399.0,30.791143695816707,28.380909252886923,Rainy,True
2023-05-02 23:30:00,Park Ave,672.0,50.02344220279775,33.86240951620053,Sunny,True
2023-05-03 00:00:00,River Blvd,435.0,32.17666600150454,27.995583953518686,Cloudy,True
2023-05-03 00:30:00,Broadway,596.0,37.53081163825938,21.450231778726664,Cloudy,True
2023-05-03 01:00:00,Broadway,545.0,39.47871076794142,24.89549467066462,Rainy,True
2023-05-03 01:30:00,Main St,560.0,26.596486486960742,28.936823059018174,Rainy,False
2023-05-03 02:00:00,Oak Rd,437.0,55.80164187697886,24.95584345632675,Sunny,False
2023-05-03 02:30:00,Main St,327.0,39.68690240563333,25.303007250991467,Cloudy,True
2023-05-03 03:00:00,Oak Rd,497.0,31.435390894128215,35.17516901914374,Rainy,True
2023-05-03 03:30:00,Broadway,498.0,46.4845649595877,23.81433746384023,Cloudy,True
2023-05-03 04:00:00,Main St,404.0,37.03275987006484,26.609659839311753,Sunny,True
2023-05-03 04:30:00,River Blvd,591.0,40.58775950921454,26.30215953972222,Cloudy,True
2023-05-03 05:00:00,Park Ave,494.0,54.088553081678725,29.565668326430792,Sunny,True
2023-05-03 05:30:00,Oak Rd,419.0,34.58806517449378,,Rainy,True
2023-05-03 06:00:00,Park Ave,558.0,51.42784992985989,25.64734701647971,Rainy,False
2023-05-03 06:30:00,Park Ave,561.0,36.578028657787414,35.07747276136662,Rainy,True
2023-05-03 07:00:00,Main St,428.0,40.68253568305061,24.48820566249413,Rainy,True
2023-05-03 07:30:00,Park Ave,623.0,43.03129453069182,28.66601262380871,Sunny,True
2023-05-03 08:00:00,River Blvd,724.0,36.5538605248034,18.564698556516667,Sunny,False
2023-05-03 08:30:00,Park Ave,390.0,29.832637318698282,25.011097359050286,Rainy,True
2023-05-03 09:00:00,Main St,481.0,44.53172848346344,24.518589452440175,Rainy,True
2023-05-03 09:30:00,River Blvd,533.0,,24.639569762714906,Cloudy,False
2023-05-03 10:00:00,Broadway,728.0,46.26806400418837,16.396700061703804,Sunny,True
2023-05-03 10:30:00,Park Ave,426.0,45.979270800242524,23.22752464520016,Cloudy,True
2023-05-03 11:00:00,Main St,406.0,35.42411094740499,20.657491660815715,Sunny,False
2023-05-03 11:30:00,Broadway,405.0,46.88360609197598,30.432264672184992,Sunny,False
2023-05-03 12:00:00,Broadway,622.0,43.58142677804151,20.67475406893201,Rainy,True
2023-05-03 12:30:00,Oak Rd,429.0,48.62896052235291,28.140669243739122,Rainy,True
2023-05-03 13:00:00,River Blvd,414.0,40.986799262208024,28.37700121558292,Cloudy,False
2023-05-03 13:30:00,Park Ave,523.0,45.967675799790655,22.02161124971535,Rainy,True
2023-05-03 14:00:00,Main St,530.0,35.167695500466124,20.748001410750135,Rainy,True
2023-05-03 14:30:00,Oak Rd,607.0,46.95366485376524,,Rainy,True
2023-05-03 15:00:00,River Blvd,509.0,27.40360220695949,23.009517080067244,Sunny,False
2023-05-03 15:30:00,Oak Rd,524.0,36.65336429087167,20.08341473456567,Rainy,False
2023-05-03 16:00:00,River Blvd,489.0,33.02655266505742,23.52095630326657,Rainy,False
2023-05-03 16:30:00,River Blvd,369.0,75.05871403544916,26.559870296101334,Sunny,True
2023-05-03 17:00:00,Park Ave,480.0,46.521335108484756,19.045475058685938,Cloudy,True
2023-05-03 17:30:00,River Blvd,506.0,29.161904886729424,24.02383629234188,Rainy,True
2023-05-03 18:00:00,Oak Rd,455.0,26.322698907137656,22.37471444836718,Rainy,False
2023-05-03 18:30:00,River Blvd,343.0,22.542993970798705,25.466759560147576,Sunny,True
2023-05-03 19:00:00,Park Ave,386.0,28.602749308391523,34.42302359332278,Rainy,True
2023-05-03 19:30:00,Park Ave,496.0,31.512361256294916,17.423353893027503,Rainy,True
2023-05-03 20:00:00,Oak Rd,593.0,30.246467117325615,24.46946025949091,Sunny,True
2023-05-03 20:30:00,Broadway,668.0,35.328621161345104,26.39752794605651,Cloudy,True
2023-05-03 21:00:00,Broadway,481.0,48.345015615853185,22.450697748533464,Sunny,True
2023-05-03 21:30:00,River Blvd,428.0,38.00869022481477,26.839627048213654,Rainy,True
2023-05-03 22:00:00,Main St,,47.12901363085146,17.70302335014398,Cloudy,False
2023-05-03 22:30:00,River Blvd,395.0,29.349131158212504,23.24951666660475,Sunny,True
2023-05-03 23:00:00,Oak Rd,578.0,36.17453184862986,11.659451298084775,Rainy,True
2023-05-03 23:30:00,Oak Rd,713.0,30.620095281414475,23.78596763265203,Rainy,True
2023-05-04 00:00:00,Oak Rd,430.0,44.427213922066656,18.838554712284335,Cloudy,True
2023-05-04 00:30:00,Oak Rd,380.0,38.18845708934863,26.56575722708191,Cloudy,True
2023-05-04 01:00:00,Oak Rd,600.0,,32.070378977210936,Rainy,False
2023-05-04 01:30:00,Park Ave,531.0,33.29573411630074,26.378746828001958,Cloudy,True
2023-05-04 02:00:00,Broadway,533.0,29.603969332731353,24.628634798275744,Rainy,True
2023-05-04 02:30:00,Oak Rd,658.0,42.96739763133479,22.399439731858457,Cloudy,True
2023-05-04 03:00:00,Main St,363.0,38.237875908997594,23.600297905924343,Sunny,False
2023-05-04 03:30:00,Main St,360.0,45.02511684437542,23.675203282344906,Sunny,False
2023-05-04 04:00:00,Main St,483.0,39.3832789965313,25.08066824417895,Cloudy,False
2023-05-04 04:30:00,Main St,506.0,38.593093311155904,27.384865846262894,Cloudy,True
2023-05-04 05:00:00,Park Ave,464.0,33.32030608233553,21.159864304052583,Rainy,True
2023-05-04 05:30:00,Main St,746.0,37.304103610582736,,Rainy,True
2023-05-04 06:00:00,Oak Rd,468.0,24.703309737806144,23.925950059618184,Rainy,True
2023-05-04 06:30:00,River Blvd,444.0,,25.07156910660108,Sunny,True
2023-05-04 07:00:00,Main St,512.0,52.69678241010128,31.430154690582484,Sunny,True
2023-05-04 07:30:00,Park Ave,597.0,49.37506036645698,14.357168146522433,Sunny,False
2023-05-04 08:00:00,Park Ave,427.0,35.42157745058133,12.272458713016759,Cloudy,True
2023-05-04 08:30:00,Main St,485.0,33.717365269172305,26.947391609426745,Sunny,True
2023-05-04 09:00:00,River Blvd,599.0,44.99095407924344,25.042340218605254,Cloudy,False
2023-05-04 09:30:00,Main St,605.0,30.48365679685147,32.42922684338457,Cloudy,True
2023-05-04 10:00:00,Park Ave,521.0,,19.37446925900765,Cloudy,False
2023-05-04 10:30:00,Broadway,741.0,16.189000843428005,27.42803265233869,Sunny,True
2023-05-04 11:00:00,Oak Rd,698.0,35.48063306735074,23.20124861899909,Sunny,True
2023-05-04 11:30:00,Park Ave,359.0,29.354073295574366,29.740672916586856,Cloudy,True
2023-05-04 12:00:00,Main St,330.0,52.46911928243176,14.073280392395686,Sunny,True
2023-05-04 12:30:00,Oak Rd,579.0,50.734746352189305,23.67698461255548,Cloudy,True
2023-05-04 13:00:00,Main St,636.0,45.64373343630205,28.64072989018064,Cloudy,True
2023-05-04 13:30:00,Main St,477.0,,21.027904982599154,Sunny,True
2023-05-04 14:00:00,Broadway,449.0,40.10011983818507,24.727097591827093,Cloudy,False
2023-05-04 14:30:00,Oak Rd,417.0,46.312579199072175,25.249048731823237,Sunny,True
2023-05-04 15:00:00,Oak Rd,383.0,24.024120306337082,26.68160085198905,Sunny,True
2023-05-04 15:30:00,Broadway,613.0,36.798680378887695,19.55364334110144,Cloudy,True
2023-05-04 16:00:00,Park Ave,461.0,41.10044058907324,22.576357523172994,Rainy,False
2023-05-04 16:30:00,Main St,,30.83287504247439,27.473375991059523,Sunny,True
2023-05-04 17:00:00,River Blvd,317.0,42.555224367955006,28.721033622911545,Cloudy,True
2023-05-04 17:30:00,Main St,600.0,20.31260929495524,25.862349660943337,Rainy,True
2023-05-04 18:00:00,Main St,558.0,45.001316508223496,23.283949205022935,Rainy,True
2023-05-04 18:30:00,Park Ave,365.0,35.653724779854,25.469435765038952,Rainy,True
2023-05-04 19:00:00,Main St,525.0,32.12650913219494,29.21344834735466,Cloudy,True
2023-05-04 19:30:00,Broadway,500.0,47.433652305059326,26.007862968560936,Cloudy,True
2023-05-04 20:00:00,Broadway,454.0,54.63838168728735,19.09731805045702,Rainy,True
2023-05-04 20:30:00,Oak Rd,209.0,,19.380179506885078,Cloudy,True
2023-05-04 21:00:00,River Blvd,433.0,31.885629172346288,25.183131935917682,Sunny,True
2023-05-04 21:30:00,Main St,,46.68154629972315,16.70522572263085,Rainy,True
2023-05-04 22:00:00,Main St,445.0,37.44048207413333,28.961854120636733,Rainy,True
2023-05-04 22:30:00,Park Ave,477.0,51.29432317813106,20.360659927245457,Rainy,True
2023-05-04 23:00:00,Broadway,649.0,42.21116456013394,19.219054874555688,Rainy,False
2023-05-04 23:30:00,River Blvd,492.0,25.25422944564515,33.43966870029555,Cloudy,True
2023-05-05 00:00:00,Oak Rd,290.0,37.57943161289127,22.443658168585916,Rainy,True
2023-05-05 00:30:00,Broadway,481.0,31.747197503848916,,Rainy,True
2023-05-05 01:00:00,Oak Rd,,32.227789504532495,27.993557200075344,Rainy,False
2023-05-05 01:30:00,Park Ave,417.0,36.75067265648056,,Rainy,True
2023-05-05 02:00:00,Park Ave,573.0,42.74212818217656,22.035531661022524,Sunny,True
2023-05-05 02:30:00,Main St,353.0,,25.885813029175974,Rainy,True
2023-05-05 03:00:00,River Blvd,486.0,34.74575960720888,24.403341046252336,Cloudy,True
2023-05-05 03:30:00,Oak Rd,352.0,52.1267581292107,36.991595475405035,Sunny,True
2023-05-05 04:00:00,Broadway,470.0,22.97596460190047,14.888505440772668,Sunny,False
2023-05-05 04:30:00,Park Ave,570.0,31.62103641167869,,Rainy,True
2023-05-05 05:00:00,Main St,483.0,,24.912861770008053,Cloudy,False
2023-05-05 05:30:00,Main St,477.0,28.573871848013308,24.44539538867699,Sunny,True
2023-05-05 06:00:00,Oak Rd,502.0,,17.77645532508112,Sunny,True
2023-05-05 06:30:00,Park Ave,507.0,39.740203966179806,15.728157815154614,Cloudy,False
2023-05-05 07:00:00,River Blvd,569.0,39.2914083656956,17.2954448271195,Sunny,True
2023-05-05 07:30:00,Park Ave,569.0,49.35261564975431,29.3122978534163,Rainy,True
2023-05-05 08:00:00,Oak Rd,642.0,47.95165777536558,24.915373199689338,Sunny,True
2023-05-05 08:30:00,Oak Rd,516.0,53.337513154370605,16.2037858959906,Rainy,True
2023-05-05 09:00:00,Park Ave,333.0,37.52944670604856,32.15911915242771,Cloudy,True
2023-05-05 09:30:00,Oak Rd,585.0,41.42990957184108,34.81625852663181,Cloudy,True
2023-05-05 10:00:00,Park Ave,,37.49806615326037,26.505953300526734,Sunny,False
2023-05-05 10:30:00,Broadway,,28.88113403526124,27.1354163739252,Cloudy,True
2023-05-05 11:00:00,Park Ave,645.0,41.70628745410547,,Rainy,True
2023-05-05 11:30:00,Park Ave,450.0,38.35112882332244,21.86444531158096,Rainy,True
2023-05-05 12:00:00,Oak Rd,518.0,21.286153002833345,15.84847865403037,Rainy,False
2023-05-05 12:30:00,Oak Rd,472.0,51.09393543587841,19.58703118088084,Sunny,False
2023-05-05 13:00:00,Main St,459.0,41.48103219426909,24.728501180685516,Rainy,True
2023-05-05 13:30:00,Main St,488.0,32.99771163456039,27.877455145725847,Rainy,True
2023-05-05 14:00:00,Broadway,628.0,43.32425290982566,23.840039131743765,Cloudy,False
2023-05-05 14:30:00,Main St,341.0,34.758899043730274,24.525429658698403,Sunny,True
2023-05-05 15:00:00,Park Ave,399.0,42.0149451784469,25.22036462082487,Cloudy,True
2023-05-05 15:30:00,Oak Rd,621.0,53.872052684128064,,Rainy,False
2023-05-05 16:00:00,Main St,645.0,43.98750389917855,22.06565453921764,Rainy,False
2023-05-05 16:30:00,Main St,434.0,35.129342888409056,27.064909304526324,Cloudy,True
2023-05-05 17:00:00,Broadway,665.0,29.690521221413775,19.438728680294275,Cloudy,True
2023-05-05 17:30:00,Broadway,597.0,32.85661518528128,26.532553265783818,Cloudy,False
2023-05-05 18:00:00,Park Ave,473.0,48.12039023797824,17.408362574036317,Rainy,True
2023-05-05 18:30:00,Oak Rd,256.0,39.434298613268275,19.03027150483259,Cloudy,True
2023-05-05 19:00:00,Broadway,333.0,45.59752875602017,21.412619364664035,Sunny,True
2023-05-05 19:30:00,Main St,434.0,37.20347892792493,25.972669161980313,Sunny,False
2023-05-05 20:00:00,Oak Rd,575.0,30.666118843680593,26.179152061362892,Cloudy,True
2023-05-05 20:30:00,Oak Rd,576.0,45.98998401125162,20.74665393140448,Sunny,True
2023-05-05 21:00:00,Main St,453.0,31.91102728789159,17.90674972972988,Sunny,True
2023-05-05 21:30:00,Broadway,476.0,35.92068187455466,31.030047659301683,Sunny,False
2023-05-05 22:00:00,Main St,496.0,27.76084795161287,25.333601508667538,Cloudy,True
2023-05-05 22:30:00,Oak Rd,478.0,30.64799634076181,24.31392018229962,Sunny,False
2023-05-05 23:00:00,River Blvd,516.0,48.95722732173622,26.82033755578916,Sunny,True
2023-05-05 23:30:00,River Blvd,496.0,50.47863802346406,,Rainy,True
2023-05-06 00:00:00,Park Ave,,50.914757488117786,30.354604079972635,Cloudy,True
2023-05-06 00:30:00,Main St,479.0,50.949258219656215,,Rainy,False
2023-05-06 01:00:00,Main St,497.0,36.45968231763345,23.583223499557405,Rainy,True
2023-05-06 01:30:00,Park Ave,598.0,46.653929700558265,24.688990175322385,Cloudy,False
2023-05-06 02:00:00,Park Ave,416.0,50.52887506078674,23.801311161923312,Sunny,False
2023-05-06 02:30:00,Park Ave,520.0,31.27410985076467,31.666158124723054,Rainy,True
2023-05-06 03:00:00,Oak Rd,556.0,41.93772296282353,27.156371757434073,Sunny,True
2023-05-06 03:30:00,Main St,485.0,38.7241049460029,27.711940217003143,Sunny,True
2023-05-06 04:00:00,Oak Rd,324.0,21.28649970744735,25.34585297272853,Sunny,True
2023-05-06 04:30:00,Park Ave,601.0,43.256473237899485,24.998827409685518,Cloudy,True
2023-05-06 05:00:00,Main St,574.0,32.85428541157591,34.39550764658043,Rainy,False
2023-05-06 05:30:00,Oak Rd,522.0,50.51224380248962,,Rainy,False
2023-05-06 06:00:00,Oak Rd,504.0,32.376476283279835,26.096623100646266,Cloudy,False
2023-05-06 06:30:00,Park Ave,321.0,43.2911144967323,35.3068427857139,Sunny,True
2023-05-06 07:00:00,Main St,577.0,41.12179779775554,31.63507398613161,Sunny,True
2023-05-06 07:30:00,Park Ave,648.0,22.770160103512268,26.896479791513226,Sunny,True
2023-05-06 08:00:00,Main St,388.0,36.79658361843041,17.451240775321974,Cloudy,True
2023-05-06 08:30:00,River Blvd,,43.572784117402975,35.84399074004904,Rainy,False
2023-05-06 09:00:00,Broadway,,50.23507441805371,,Rainy,True
2023-05-06 09:30:00,Broadway,385.0,40.18537390051978,25.419532606455007,Cloudy,False
2023-05-06 10:00:00,Broadway,460.0,,30.159073430916454,Rainy,True
2023-05-06 10:30:00,Park Ave,360.0,45.373665288665045,23.969888164533096,Rainy,True
2023-05-06 11:00:00,River Blvd,493.0,45.70812714966136,26.06341631526858,Cloudy,False
2023-05-06 11:30:00,Main St,544.0,46.155286619903485,25.322420345355425,Rainy,True
2023-05-06 12:00:00,Oak Rd,367.0,37.25427202808546,23.18202928003591,Sunny,True
2023-05-06 12:30:00,Main St,538.0,30.10855268193012,26.75663752535167,Sunny,False
2023-05-06 13:00:00,Oak Rd,563.0,55.697546827278046,21.829676214789348,Cloudy,False
2023-05-06 13:30:00,Main St,565.0,47.683281208536386,19.317986691118094,Sunny,False
2023-05-06 14:00:00,River Blvd,545.0,39.31523123487509,27.704159621808103,Sunny,True
2023-05-06 14:30:00,Oak Rd,377.0,46.17159673150421,31.258608614410534,Sunny,True
2023-05-06 15:00:00,Park Ave,487.0,43.97388759781462,21.28735247365228,Rainy,False
2023-05-06 15:30:00,Main St,535.0,31.458657032175886,,Rainy,True
2023-05-06 16:00:00,Main St,646.0,36.6217611964471,25.024178746576286,Sunny,False
2023-05-06 16:30:00,Oak Rd,500.0,53.264405652168996,25.029631473492426,Sunny,True
2023-05-06 17:00:00,Park Ave,542.0,39.9470127057974,15.13914300932913,Cloudy,False
2023-05-06 17:30:00,Park Ave,406.0,43.75231263310943,22.88008334555135,Sunny,True
2023-05-06 18:00:00,River Blvd,384.0,52.59617989168893,33.97616869624521,Cloudy,True
2023-05-06 18:30:00,Park Ave,371.0,39.9168383697961,31.9872145355434,Sunny,True
2023-05-06 19:00:00,Park Ave,457.0,30.686530131653257,33.5214860865979,Rainy,False
2023-05-06 19:30:00,Park Ave,706.0,41.13310578303227,28.088059279864826,Cloudy,True
2023-05-06 20:00:00,Broadway,459.0,34.41653991709453,22.340288122918622,Sunny,True
2023-05-06 20:30:00,River Blvd,536.0,26.08423768202735,26.282008338435116,Cloudy,True
2023-05-06 21:00:00,Main St,555.0,48.030470836745685,27.992048852190614,Sunny,True
2023-05-06 21:30:00,Oak Rd,390.0,37.43678599500609,23.353955282470963,Rainy,False
2023-05-06 22:00:00,Main St,456.0,10.147371177572303,16.377580906599576,Cloudy,False
2023-05-06 22:30:00,River Blvd,562.0,42.53521480352614,29.527299038495634,Cloudy,True
2023-05-06 23:00:00,Oak Rd,542.0,42.6583052463183,22.757243684225354,Rainy,True
2023-05-06 23:30:00,River Blvd,300.0,,28.13197524846814,Sunny,True
2023-05-07 00:00:00,Park Ave,559.0,39.95834584174377,17.094620494136684,Rainy,True
2023-05-07 00:30:00,Oak Rd,444.0,,21.791844292483866,Rainy,False
2023-05-07 01:00:00,Park Ave,447.0,46.46561099628023,26.93966296579473,Cloudy,True
2023-05-07 01:30:00,Main St,540.0,34.10577777222243,28.155187865911643,Sunny,False
2023-05-07 02:00:00,Main St,,43.48293172679538,28.74280348661448,Cloudy,True
2023-05-07 02:30:00,Oak Rd,,38.35581185769482,24.655638886858036,Cloudy,True
2023-05-07 03:00:00,Oak Rd,617.0,33.12254936391643,25.96420411120218,Cloudy,True
2023-05-07 03:30:00,River Blvd,355.0,34.834324173112634,26.948440911172668,Cloudy,False
2023-05-07 04:00:00,River Blvd,513.0,33.47705204674897,,Rainy,True
2023-05-07 04:30:00,Park Ave,445.0,39.903117418066216,27.855902755520074,Sunny,True
2023-05-07 05:00:00,Oak Rd,528.0,39.95273425017838,,Rainy,False
2023-05-07 05:30:00,Main St,,34.50204589782771,34.31621831509918,Cloudy,True
2023-05-07 06:00:00,River Blvd,365.0,37.918141596928656,24.07891659441171,Cloudy,False
2023-05-07 06:30:00,River Blvd,411.0,21.240345039341527,24.525510552343327,Cloudy,True
2023-05-07 07:00:00,Main St,335.0,29.91548276570756,23.544805498214295,Rainy,True
2023-05-07 07:30:00,River Blvd,369.0,37.07556071983001,26.15876534578963,Rainy,False
2023-05-07 08:00:00,Park Ave,548.0,56.716766066393845,17.78821456525047,Sunny,True
2023-05-07 08:30:00,Oak Rd,474.0,46.332365887919515,22.563581760982697,Sunny,False
2023-05-07 09:00:00,Main St,523.0,30.22690218349996,15.459460716170373,Cloudy,True
2023-05-07 09:30:00,Oak Rd,681.0,,22.660260908178742,Rainy,True
2023-05-07 10:00:00,River Blvd,470.0,39.98393165380798,25.789128933771337,Rainy,True
2023-05-07 10:30:00,River Blvd,563.0,28.653683317132433,27.847461638397938,Cloudy,True
2023-05-07 11:00:00,Main St,502.0,39.21085457528331,24.703804203252602,Cloudy,True
