booking_date,flight_date,price,days_before_flight
2022-08-06,2023-02-14,7499.049109884378,192
2022-08-06,2023-01-13,6086.099960984162,160
2022-08-06,2023-01-13,6086.099960984162,160
2022-08-06,2023-02-14,7499.049109884378,192
2022-08-09,2023-01-24,7609.140898326181,168
2022-08-09,2023-01-24,7609.140898326181,168
2022-08-09,2023-02-03,7456.5691875923185,178
2022-08-09,2023-01-29,22249.638557061688,173
2022-08-09,2023-02-03,7456.5691875923185,178
2022-08-09,2023-02-03,7456.5691875923185,178
2022-08-09,2023-02-03,7456.5691875923185,178
2022-08-10,2023-01-02,6360.47252553449,145
2022-08-10,2023-01-02,6360.47252553449,145
2022-08-10,2023-01-11,8175.13274018435,154
2022-08-10,2023-01-02,6360.47252553449,145
2022-08-10,2023-01-21,6437.674778852855,164
2022-08-10,2023-01-21,6437.674778852855,164
2022-08-10,2023-01-21,6437.674778852855,164
2022-08-10,2023-01-11,8175.13274018435,154
2022-08-10,2023-01-21,6437.674778852855,164
2022-08-10,2023-01-21,6437.674778852855,164
2022-08-11,2023-02-07,6510.773626273117,180
2022-08-11,2023-02-07,6510.773626273117,180
2022-08-11,2023-02-20,8479.546096382044,193
2022-08-11,2023-02-07,6510.773626273117,180
2022-08-11,2023-02-07,6510.773626273117,180
2022-08-11,2023-02-20,8479.546096382044,193
2022-08-11,2023-02-07,6510.773626273117,180
2022-08-11,2023-02-20,8479.546096382044,193
2022-08-11,2023-02-20,8479.546096382044,193
2022-08-11,2023-02-07,6510.773626273117,180
2022-08-11,2023-02-20,8479.546096382044,193
2022-08-11,2023-02-07,6510.773626273117,180
2022-08-11,2023-02-20,8479.546096382044,193
2022-08-12,2023-01-05,6655.935744189834,146
2022-08-12,2023-01-05,6655.935744189834,146
2022-08-12,2023-01-05,6655.935744189834,146
2022-08-12,2023-01-05,6655.935744189834,146
2022-08-12,2023-01-20,7020.006137416914,161
2022-08-12,2023-01-20,7020.006137416914,161
2022-08-12,2023-01-05,6655.935744189834,146
2022-08-12,2023-01-17,7529.952297911018,158
2022-08-12,2023-01-17,7529.952297911018,158
2022-08-12,2023-01-05,6655.935744189834,146
2022-08-12,2023-01-17,7529.952297911018,158
2022-08-12,2023-01-05,6655.935744189834,146
2022-08-12,2023-01-05,6655.935744189834,146
2022-08-12,2023-01-17,7529.952297911018,158
2022-08-13,2023-01-31,7811.382451742304,171
2022-08-13,2023-01-31,7811.382451742304,171
2022-08-13,2023-01-31,7811.382451742304,171
2022-08-13,2023-01-31,7811.382451742304,171
2022-08-14,2023-01-28,6919.038772486064,167
2022-08-14,2023-01-28,6919.038772486064,167
2022-08-14,2023-01-29,7796.849136532311,168
2022-08-14,2023-01-28,6919.038772486064,167
2022-08-14,2023-01-29,7796.849136532311,168
2022-08-14,2023-01-28,6919.038772486064,167
2022-08-14,2023-01-20,8110.6138215887,159
2022-08-14,2023-01-29,7796.849136532311,168
2022-08-14,2023-01-20,8110.6138215887,159
2022-08-14,2023-01-28,6919.038772486064,167
2022-08-15,2023-02-24,8151.333232946949,193
2022-08-15,2023-01-07,7465.810487733376,145
2022-08-15,2023-02-24,8151.333232946949,193
2022-08-15,2023-01-11,6075.617709063399,149
2022-08-15,2023-01-11,6075.617709063399,149
2022-08-15,2023-02-10,7582.178685058394,179
2022-08-15,2023-02-10,7582.178685058394,179
2022-08-15,2023-02-24,8151.333232946949,193
2022-08-16,2023-01-21,7276.05244679278,158
2022-08-16,2023-01-22,7289.7981716523245,159
2022-08-16,2023-01-22,7289.7981716523245,159
2022-08-16,2023-01-21,7276.05244679278,158
2022-08-16,2023-01-22,7289.7981716523245,159
2022-08-16,2023-01-21,7276.05244679278,158
2022-08-18,2023-03-02,7598.694720421399,196
2022-08-18,2023-01-09,8257.362817006975,144
2022-08-18,2023-01-02,7208.801700767539,137
2022-08-18,2023-02-25,6458.617313312068,191
2022-08-18,2023-01-09,8232.287965096577,144
2022-08-18,2023-02-25,6458.617313312068,191
2022-08-18,2023-02-26,8216.7779783354,192
2022-08-18,2023-03-02,7598.694720421399,196
2022-08-18,2023-02-25,6458.617313312068,191
2022-08-18,2023-01-02,7208.801700767539,137
2022-08-18,2023-01-19,7130.892363602998,154
2022-08-19,2023-01-27,14678.099319882991,161
2022-08-19,2023-01-03,9045.56094366149,137
2022-08-19,2023-01-03,9045.56094366149,137
2022-08-19,2023-01-27,14678.099319882991,161
2022-08-19,2023-01-09,6674.415537872486,143
2022-08-19,2023-01-27,14678.099319882991,161
2022-08-20,2023-01-03,9069.151710436206,136
2022-08-20,2023-01-09,7081.881161244125,142
2022-08-20,2023-01-22,8188.475752999771,155
2022-08-20,2023-02-20,6854.575947139585,184
2022-08-20,2023-02-20,6854.575947139585,184
2022-08-20,2023-01-22,8188.475752999771,155
2022-08-20,2023-01-22,8188.475752999771,155
2022-08-20,2023-01-22,8188.475752999771,155
2022-08-20,2023-01-22,8188.475752999771,155
2022-08-20,2023-01-09,7081.881161244125,142
2022-08-20,2023-01-03,9069.151710436206,136
2022-08-20,2023-01-09,7840.150726135485,142
2022-08-20,2023-01-24,6394.322040828442,157
2022-08-20,2023-01-09,7840.150726135485,142
2022-08-20,2023-01-03,9069.151710436206,136
2022-08-20,2023-01-09,7081.881161244125,142
2022-08-20,2023-01-03,9069.151710436206,136
2022-08-20,2023-01-24,6394.322040828442,157
2022-08-20,2023-01-24,6394.322040828442,157
2022-08-21,2023-01-28,6991.017704029423,160
2022-08-21,2023-01-28,6991.017704029423,160
2022-08-21,2023-01-29,7138.675521679894,161
2022-08-21,2023-02-19,7709.184273811457,182
2022-08-21,2023-01-30,8236.634240075016,162
2022-08-21,2023-01-30,8236.634240075016,162
2022-08-21,2023-01-29,7138.675521679894,161
2022-08-21,2023-01-30,8236.634240075016,162
2022-08-21,2023-01-29,7138.675521679894,161
2022-08-21,2023-01-28,6991.017704029423,160
2022-08-21,2023-01-28,6991.017704029423,160
2022-08-22,2023-01-21,7297.380005713002,152
2022-08-22,2023-01-18,7274.397515837303,149
2022-08-22,2023-01-18,7274.397515837303,149
2022-08-22,2023-01-18,7274.397515837303,149
2022-08-22,2023-02-17,6799.384344712844,179
2022-08-22,2023-01-21,7297.380005713002,152
2022-08-22,2023-01-18,7274.397515837303,149
2022-08-22,2023-01-07,7450.6873041952595,138
2022-08-22,2023-02-17,6799.384344712844,179
2022-08-22,2023-01-07,7450.6873041952595,138
2022-08-22,2023-01-21,7297.380005713002,152
2022-08-22,2023-01-07,7450.6873041952595,138
2022-08-22,2023-01-07,7450.6873041952595,138
2022-08-23,2023-01-24,7229.017078524532,154
2022-08-23,2023-01-12,7258.259648091495,142
2022-08-23,2023-01-12,7258.259648091495,142
2022-08-23,2023-01-24,7229.017078524532,154
2022-08-24,2023-01-20,7443.941873887376,149
2022-08-24,2023-03-11,7751.381613075522,199
2022-08-24,2023-01-13,8486.185840188036,142
2022-08-24,2023-01-13,8486.185840188036,142
2022-08-24,2023-01-15,7644.219733606422,144
2022-08-24,2023-01-15,7644.219733606422,144
2022-08-24,2023-03-11,7751.381613075522,199
2022-08-24,2023-03-10,7712.348116739644,198
2022-08-24,2023-01-13,8486.185840188036,142
2022-08-24,2023-01-20,7443.941873887376,149
2022-08-24,2023-01-13,8486.185840188036,142
2022-08-24,2023-01-13,8486.185840188036,142
2022-08-24,2023-01-20,7443.941873887376,149
2022-08-24,2023-01-01,7330.667774635098,130
2022-08-24,2023-01-15,7644.219733606422,144
2022-08-24,2023-01-15,7644.219733606422,144
2022-08-24,2023-01-13,8486.185840188036,142
2022-08-25,2023-01-03,7273.256818442769,131
2022-08-25,2023-01-24,9204.326040335161,152
2022-08-25,2023-01-03,7273.256818442769,131
2022-08-25,2023-01-24,9204.326040335161,152
2022-08-25,2023-01-24,9204.326040335161,152
2022-08-25,2023-01-03,7273.256818442769,131
2022-08-25,2023-01-03,7273.256818442769,131
2022-08-25,2023-01-24,9204.326040335161,152
2022-08-26,2023-02-27,6506.312985433153,185
2022-08-26,2023-02-27,6506.312985433153,185
2022-08-26,2023-02-27,6506.312985433153,185
2022-08-26,2023-02-27,6506.312985433153,185
2022-08-27,2023-01-07,7660.222818321383,133
2022-08-27,2023-01-07,7660.222818321383,133
2022-08-27,2023-01-07,7660.222818321383,133
2022-08-27,2023-01-22,8051.71649793431,148
2022-08-27,2023-01-07,7660.222818321383,133
2022-08-28,2023-02-23,7610.865554277395,179
2022-08-28,2023-01-11,6441.881626434093,136
2022-08-28,2023-01-01,6060.921588525719,126
2022-08-28,2023-01-08,8137.66630658512,133
2022-08-28,2023-01-11,6441.881626434093,136
2022-08-28,2023-01-08,8137.66630658512,133
2022-08-29,2023-02-18,8923.41546949403,173
2022-08-29,2023-01-23,6790.869840042951,147
2022-08-29,2023-01-23,6790.869840042951,147
2022-08-29,2023-01-23,6790.869840042951,147
2022-08-29,2023-01-23,6790.869840042951,147
2022-08-29,2023-01-01,7940.142820350203,125
2022-08-29,2023-01-23,6790.869840042951,147
2022-08-29,2023-02-18,8923.41546949403,173
2022-08-29,2023-02-27,7812.821493317435,182
2022-08-29,2023-01-01,7940.142820350203,125
2022-08-29,2023-02-18,8923.41546949403,173
2022-08-29,2023-02-27,7812.821493317435,182
2022-08-29,2023-01-23,6790.869840042951,147
2022-08-30,2023-01-06,7647.416082383681,129
2022-08-30,2023-03-01,7425.5142466559755,183
2022-08-30,2023-01-06,7647.416082383681,129
2022-08-30,2023-01-08,8535.068515610588,131
2022-08-30,2023-01-22,7219.753441301872,145
2022-08-30,2023-03-01,7425.5142466559755,183
2022-08-30,2023-01-07,7274.729633933529,130
2022-08-30,2023-01-22,7219.753441301872,145
2022-08-30,2023-01-06,7647.416082383681,129
2022-08-30,2023-01-07,7274.729633933529,130
2022-08-30,2023-01-06,7647.416082383681,129
2022-08-30,2023-01-06,7647.416082383681,129
2022-08-30,2023-01-08,8535.068515610588,131
2022-08-30,2023-01-22,7219.753441301872,145
2022-08-30,2023-01-08,8535.068515610588,131
2022-08-30,2023-01-08,8535.068515610588,131
2022-08-30,2023-03-01,7425.5142466559755,183
2022-08-30,2023-01-07,7274.729633933529,130
2022-08-30,2023-01-22,7219.753441301872,145
2022-08-30,2023-01-22,7219.753441301872,145
2022-08-30,2023-01-06,7647.416082383681,129
2022-08-31,2023-01-07,7879.126357958618,129
2022-08-31,2023-02-09,6790.2932762024775,162
2022-08-31,2023-01-07,7879.126357958618,129
2022-08-31,2023-01-15,19422.436000125475,137
2022-08-31,2023-02-09,6790.2932762024775,162
2022-08-31,2023-02-11,6837.210644481703,164
2022-08-31,2023-01-10,7077.263229430243,132
2022-08-31,2023-02-09,6790.2932762024775,162
2022-08-31,2023-01-10,7077.263229430243,132
2022-08-31,2023-01-10,7077.263229430243,132
2022-08-31,2023-02-11,6837.210644481703,164
2022-08-31,2023-02-09,6790.2932762024775,162
2022-08-31,2023-01-15,19422.436000125475,137
2022-09-01,2023-02-27,6220.5306788319485,179
2022-09-01,2023-02-27,6220.5306788319485,179
2022-09-01,2023-02-16,7692.563098996341,168
2022-09-01,2023-02-16,7692.563098996341,168
2022-09-01,2023-02-27,6220.5306788319485,179
2022-09-01,2023-02-16,7692.563098996341,168
2022-09-01,2023-02-19,7470.6419797737435,171
2022-09-02,2023-02-27,7859.437571922544,178
2022-09-02,2023-01-03,7174.762254921115,123
2022-09-02,2023-01-03,7733.180674198504,123
2022-09-02,2023-02-01,7206.951064193859,152
2022-09-02,2023-01-03,7174.762254921115,123
2022-09-02,2023-01-03,7733.180674198504,123
2022-09-02,2023-01-03,7733.180674198504,123
2022-09-02,2023-01-03,7174.762254921115,123
2022-09-02,2023-01-03,7683.724928331542,123
2022-09-02,2023-02-01,7206.951064193859,152
2022-09-02,2023-02-01,7206.951064193859,152
2022-09-02,2023-01-03,7174.762254921115,123
2022-09-02,2023-02-27,7859.437571922544,178
2022-09-02,2023-01-03,7733.180674198504,123
2022-09-02,2023-02-11,8684.872289042714,162
2022-09-02,2023-02-01,7206.951064193859,152
2022-09-02,2023-01-03,7733.180674198504,123
2022-09-02,2023-01-03,7683.724928331542,123
2022-09-02,2023-02-11,8684.872289042714,162
2022-09-03,2023-02-05,7510.08777346447,155
2022-09-03,2023-01-02,20218.436430256992,121
2022-09-03,2023-02-01,6392.238852889179,151
2022-09-03,2023-01-11,6911.32626518832,130
2022-09-03,2023-01-03,7706.726368415556,122
2022-09-03,2023-02-01,6392.238852889179,151
2022-09-03,2023-01-03,7706.726368415556,122
2022-09-03,2023-01-03,7706.726368415556,122
2022-09-03,2023-02-01,6392.238852889179,151
2022-09-03,2023-01-02,20218.436430256992,121
2022-09-03,2023-01-03,7706.726368415556,122
2022-09-04,2023-02-24,8613.344319619275,173
2022-09-04,2023-02-24,8613.344319619275,173
2022-09-04,2023-01-19,8140.481982414168,137
2022-09-04,2023-02-24,8613.344319619275,173
2022-09-04,2023-01-20,7294.505188628022,138
2022-09-04,2023-01-20,7294.505188628022,138
2022-09-05,2023-01-15,7353.818789735489,132
2022-09-05,2023-01-17,12114.046400643729,134
2022-09-05,2023-03-02,7732.148947728178,178
2022-09-05,2023-01-17,12114.046400643729,134
2022-09-05,2023-01-02,6849.640382962835,119
2022-09-05,2023-03-02,7732.148947728178,178
2022-09-05,2023-01-25,6016.331062968892,142
2022-09-05,2023-01-25,6016.331062968892,142
2022-09-05,2023-01-25,6016.331062968892,142
2022-09-05,2023-01-25,6016.331062968892,142
2022-09-05,2023-01-25,6016.331062968892,142
2022-09-05,2023-01-02,6849.640382962835,119
2022-09-05,2023-01-25,6016.331062968892,142
2022-09-05,2023-01-17,12114.046400643729,134
2022-09-05,2023-01-17,12114.046400643729,134
2022-09-05,2023-03-02,7732.148947728178,178
2022-09-05,2023-01-02,6849.640382962835,119
2022-09-05,2023-01-02,6849.640382962835,119
2022-09-05,2023-01-17,12114.046400643729,134
2022-09-06,2023-03-01,7547.424109884826,176
2022-09-06,2023-01-17,8448.354433074712,133
2022-09-06,2023-02-20,7235.051898421381,167
2022-09-06,2023-02-21,7534.896349450281,168
2022-09-06,2023-03-01,7547.424109884826,176
2022-09-06,2023-01-03,7515.752881224569,119
2022-09-06,2023-01-03,7515.752881224569,119
2022-09-06,2023-01-09,8635.888171942186,125
2022-09-06,2023-03-01,7547.424109884826,176
2022-09-06,2023-01-17,8448.354433074712,133
2022-09-06,2023-02-09,6509.341233467012,156
2022-09-06,2023-02-09,6509.341233467012,156
2022-09-06,2023-02-09,6509.341233467012,156
2022-09-06,2023-02-09,6509.341233467012,156
2022-09-06,2023-02-21,7534.896349450281,168
2022-09-06,2023-02-20,7235.051898421381,167
2022-09-06,2023-01-09,8635.888171942186,125
2022-09-06,2023-01-17,8448.354433074712,133
2022-09-06,2023-02-21,7534.896349450281,168
2022-09-06,2023-02-21,7534.896349450281,168
2022-09-06,2023-01-09,8635.888171942186,125
2022-09-06,2023-02-09,6509.341233467012,156
2022-09-06,2023-02-20,7235.051898421381,167
2022-09-06,2023-02-21,7534.896349450281,168
2022-09-08,2023-03-17,7350.252244360188,190
2022-09-08,2023-02-12,7392.255352577162,157
2022-09-08,2023-02-12,7392.255352577162,157
2022-09-08,2023-03-17,7350.252244360188,190
2022-09-08,2023-02-12,7392.255352577162,157
2022-09-08,2023-02-04,6542.748059530097,149
2022-09-08,2023-01-29,7966.459358214158,143
2022-09-08,2023-01-05,6096.906059230609,119
2022-09-08,2023-02-04,6542.748059530097,149
2022-09-08,2023-01-05,6096.906059230609,119
2022-09-08,2023-01-05,6096.906059230609,119
2022-09-09,2023-01-23,7007.283617701192,136
2022-09-09,2023-01-12,7542.759852278288,125
2022-09-09,2023-01-23,7007.283617701192,136
2022-09-09,2023-01-12,7542.759852278288,125
2022-09-09,2023-01-23,7007.283617701192,136
2022-09-09,2023-01-23,7007.283617701192,136
2022-09-09,2023-01-23,7007.283617701192,136
2022-09-09,2023-01-12,7542.759852278288,125
2022-09-09,2023-01-12,7542.759852278288,125
2022-09-10,2023-03-22,8305.02493683373,193
2022-09-10,2023-01-07,7987.650883468996,119
2022-09-10,2023-01-05,6971.647422405353,117
2022-09-10,2023-02-16,7789.477569426657,159
2022-09-10,2023-02-24,7475.23105221033,167
2022-09-10,2023-03-28,8205.277266467474,199
2022-09-10,2023-01-07,7987.650883468996,119
2022-09-10,2023-02-24,7475.23105221033,167
2022-09-10,2023-03-28,8205.277266467474,199
2022-09-10,2023-01-05,6971.647422405353,117
2022-09-10,2023-01-07,7987.650883468996,119
2022-09-10,2023-01-05,6971.647422405353,117
2022-09-10,2023-02-24,7475.23105221033,167
2022-09-10,2023-01-05,6971.647422405353,117
2022-09-11,2023-01-22,21069.392819273344,133
2022-09-11,2023-01-24,8130.550861597162,135
2022-09-11,2023-01-24,8130.550861597162,135
2022-09-11,2023-02-22,8047.364521700723,164
2022-09-11,2023-03-06,7298.907968236615,176
2022-09-11,2023-03-06,7298.907968236615,176
2022-09-11,2023-01-22,21069.392819273344,133
2022-09-11,2023-01-22,21069.392819273344,133
2022-09-11,2023-01-24,8130.550861597162,135
2022-09-11,2023-01-24,8130.550861597162,135
2022-09-11,2023-01-22,21069.392819273344,133
2022-09-11,2023-02-08,7925.616540847484,150
2022-09-11,2023-03-06,7298.907968236615,176
2022-09-11,2023-03-06,7298.907968236615,176
2022-09-11,2023-03-06,7298.907968236615,176
2022-09-11,2023-02-22,8047.364521700723,164
2022-09-11,2023-02-08,7925.616540847484,150
2022-09-11,2023-02-08,7925.616540847484,150
2022-09-11,2023-01-24,8130.550861597162,135
2022-09-11,2023-02-08,7925.616540847484,150
2022-09-11,2023-02-22,8047.364521700723,164
2022-09-12,2023-01-10,8314.421674373683,120
2022-09-12,2023-01-07,8113.3145219070375,117
2022-09-12,2023-01-07,8113.3145219070375,117
2022-09-12,2023-01-01,8053.849934996558,111
2022-09-12,2023-01-07,8113.3145219070375,117
2022-09-12,2023-01-10,8314.421674373683,120
2022-09-12,2023-01-10,8314.421674373683,120
2022-09-12,2023-01-07,8113.3145219070375,117
2022-09-12,2023-01-01,8053.849934996558,111
2022-09-12,2023-01-10,8314.421674373683,120
2022-09-13,2023-01-23,7290.142243217246,132
2022-09-13,2023-01-15,7794.311975384076,124
2022-09-13,2023-02-21,7186.662740614785,161
2022-09-13,2023-01-09,7303.950056283658,118
2022-09-13,2023-01-09,7303.950056283658,118
2022-09-13,2023-01-27,9310.662984179049,136
2022-09-13,2023-01-15,7794.311975384076,124
2022-09-13,2023-01-27,9310.662984179049,136
2022-09-13,2023-01-23,7290.142243217246,132
2022-09-13,2023-01-09,7303.950056283658,118
2022-09-13,2023-01-09,7303.950056283658,118
2022-09-13,2023-02-21,7186.662740614785,161
2022-09-13,2023-01-09,7303.950056283658,118
2022-09-13,2023-01-15,7794.311975384076,124
2022-09-13,2023-01-15,7794.311975384076,124
2022-09-13,2023-01-18,24012.91492393922,127
2022-09-13,2023-01-18,24012.91492393922,127
2022-09-14,2023-04-01,9657.039546251614,199
2022-09-14,2023-01-01,7102.679847174721,109
2022-09-14,2023-04-01,9657.039546251614,199
2022-09-14,2023-02-19,9078.871035729313,158
2022-09-14,2023-01-01,7102.679847174721,109
2022-09-14,2023-03-10,7333.661099191206,177
2022-09-14,2023-02-19,9078.871035729313,158
2022-09-14,2023-01-11,7372.361533106304,119
2022-09-14,2023-02-01,6715.409186203122,140
2022-09-14,2023-02-01,6715.409186203122,140
2022-09-14,2023-03-10,7333.661099191206,177
2022-09-14,2023-03-10,7333.661099191206,177
2022-09-14,2023-03-23,6558.137411818255,190
2022-09-14,2023-02-19,9078.871035729313,158
2022-09-14,2023-02-19,9078.871035729313,158
2022-09-14,2023-02-02,6980.016940808124,141
2022-09-14,2023-04-01,9657.039546251614,199
2022-09-14,2023-03-23,6558.137411818255,190
2022-09-14,2023-01-11,7372.361533106304,119
2022-09-14,2023-02-02,6980.016940808124,141
2022-09-14,2023-01-01,7102.679847174721,109
2022-09-14,2023-03-23,6558.137411818255,190
2022-09-14,2023-04-01,9657.039546251614,199
2022-09-14,2023-03-23,6558.137411818255,190
2022-09-14,2023-02-01,6715.409186203122,140
2022-09-14,2023-01-01,7102.679847174721,109
2022-09-14,2023-01-01,7102.679847174721,109
2022-09-14,2023-03-11,6860.723906968499,178
2022-09-14,2023-02-02,6980.016940808124,141
2022-09-14,2023-02-02,6980.016940808124,141
2022-09-14,2023-03-10,7333.661099191206,177
2022-09-14,2023-04-01,9657.039546251614,199
2022-09-14,2023-01-16,7077.224868706574,124
2022-09-14,2023-03-11,6860.723906968499,178
2022-09-14,2023-01-01,7102.679847174721,109
2022-09-15,2023-02-13,6822.8933047779,151
2022-09-15,2023-02-13,6822.8933047779,151
2022-09-15,2023-02-13,6822.8933047779,151
2022-09-15,2023-02-13,6822.8933047779,151
2022-09-15,2023-01-06,23427.371613188425,113
2022-09-15,2023-02-13,6822.8933047779,151
2022-09-15,2023-02-13,6822.8933047779,151
2022-09-15,2023-01-06,23427.371613188425,113
2022-09-15,2023-02-13,6822.8933047779,151
2022-09-16,2023-02-02,7306.836321641022,139
2022-09-16,2023-02-02,7306.836321641022,139
2022-09-16,2023-02-02,7306.836321641022,139
2022-09-16,2023-03-07,6445.4128642051965,172
2022-09-16,2023-02-02,7306.836321641022,139
2022-09-16,2023-03-07,6445.4128642051965,172
2022-09-16,2023-02-02,7306.836321641022,139
2022-09-17,2023-02-01,7043.736926490496,137
2022-09-17,2023-01-09,7099.5681740124,114
2022-09-17,2023-02-19,9204.402331424768,155
2022-09-17,2023-03-27,7663.926666655287,191
2022-09-17,2023-01-09,7099.5681740124,114
2022-09-17,2023-01-11,19144.16785022751,116
2022-09-17,2023-01-07,6357.6098214121685,112
2022-09-17,2023-03-27,7663.926666655287,191
2022-09-17,2023-01-29,7136.869536563448,134
2022-09-17,2023-01-07,6036.603610132487,112
2022-09-17,2023-01-11,19144.16785022751,116
2022-09-17,2023-01-07,6036.603610132487,112
2022-09-17,2023-02-01,7043.736926490496,137
2022-09-17,2023-03-27,7663.926666655287,191
2022-09-17,2023-01-07,6357.6098214121685,112
2022-09-17,2023-01-07,6357.6098214121685,112
2022-09-17,2023-01-07,6036.603610132487,112
2022-09-17,2023-03-27,7663.926666655287,191
2022-09-18,2023-02-22,11816.74901552896,157
2022-09-18,2023-03-10,8150.5150341891585,173
2022-09-18,2023-01-01,6670.248769495479,105
2022-09-18,2023-03-10,8150.5150341891585,173
2022-09-18,2023-03-10,8150.5150341891585,173
2022-09-18,2023-03-23,8001.705239096826,186
2022-09-18,2023-02-14,7238.881952387015,149
2022-09-18,2023-03-10,8150.5150341891585,173
2022-09-18,2023-03-05,7069.134970937794,168
2022-09-18,2023-01-01,6670.248769495479,105
2022-09-18,2023-01-31,6475.164279829452,135
2022-09-18,2023-03-05,7069.134970937794,168
2022-09-18,2023-01-23,5634.14350759869,127
2022-09-18,2023-01-01,6670.248769495479,105
2022-09-18,2023-03-23,8001.705239096826,186
