living_area,bedrooms,bathrooms,house_age,distance_to_station,distance_to_school,distance_to_hospital,distance_to_mall,air_quality_score,crime_rate,avg_household_income,parking_spaces,has_pool,has_security,house_type,common_fee,elevation,distance_to_river,public_transport_index,house_price
186.90900933179196,3,1,41.1390682433084,7.685001073627778,4.908192156436465,2.165976041455771,1.5807475354968195,50.5369795667785,9.49569766547139,50511.605947993754,1,0,1,1,4023.635580846775,34.91464298847193,8.19986578413318,25.170739848977046,51.601097557492956
286.140394234507,5,1,27.014712133618318,1.6870102894024375,1.799047386343167,5.339945182187807,4.955336744213846,61.58867387180253,6.8658720823131,35449.189765012256,3,0,1,1,337.77778057486717,28.087907344547798,19.11264646991996,76.64175915428913,77.920437999819
244.3752583889521,1,1,11.148724400499106,0.16376906478478337,1.837629173202731,0.38177586960199505,4.70095838115277,45.67880349469734,8.93349008113232,53575.37850293263,3,1,0,0,2843.369525181165,43.35278669623243,12.852664929773558,63.282027323855694,72.01101857130341
181.05311308911885,2,1,20.35706922779557,8.433026752039908,4.906938683924273,2.6583504464470735,0.8587491944777551,65.03053904083049,1.205982111071711,82548.79030688485,3,0,0,1,9533.492518378547,16.532196779259813,4.153169282403755,97.29770290054196,64.77045512008188
325.33380262507075,5,1,49.39964962233084,5.782538453367186,4.307640651490192,2.2416448546885546,1.6704896817116959,34.47785299415392,4.325958785646838,89412.27159780443,3,1,1,0,191.9092385135801,9.892237360947936,16.176966030719132,30.210346856457882,87.13250379679019
112.77223729341883,5,3,39.17780083212131,8.916660355357584,0.22545985955689019,6.0113441643989605,6.626030505291471,84.15904193787307,9.41776488908187,37500.20380521468,0,0,1,2,7156.835018241858,37.35847485273599,13.08978750233462,51.28392673057288,40.15185105446371
181.46509184084817,1,4,28.754318069255763,4.845880831976181,2.8672499311326023,1.1719883521564238,2.1292419787208345,44.42679508101688,1.353606416139785,83207.32316011067,2,0,1,0,8927.496246834948,2.9396930100386856,18.554330085745793,40.323244327998125,61.36004064079085
214.86282948216126,3,2,5.758195595226279,9.26481100711403,0.9062238577421916,7.5254971367778625,0.18082057223567183,79.14453011625676,5.671913249801,102516.91142545344,2,1,0,2,7623.86628145907,21.209120228010153,4.575163627304494,73.4105916973083,83.42653445110008
255.23149289766616,2,2,20.890579145075012,3.5397174797886377,4.970062680466093,1.3641488963612396,0.44647435578257255,69.59993197947102,4.1187656734175535,141816.77731236673,0,1,0,0,3232.4956972474693,14.353824953619181,2.425412124273527,25.7354738405516,95.15598773439464
403.3291826268561,5,3,13.152575700596863,7.245220023342929,0.6946150618548685,2.9602189125084095,5.428463578649533,61.38041654540004,6.815837697021351,57278.34934119699,1,1,1,0,5204.678853308566,48.56625013080936,12.698226406039009,99.4089879173833,109.01276428601429
139.85320197126188,3,3,3.5500539752695124,3.0098650926178347,2.796738062714333,1.5976015475129808,5.300089791958536,85.78778764306773,2.4600050875302375,55316.44693719983,1,1,0,0,8675.475167609991,18.85478152762054,18.271809810009085,77.14439280457682,60.173564024309655
281.4054972861252,2,1,27.11021943596575,0.011636643279784309,3.3259918501459156,2.2935835477767244,2.6727908860370526,39.40879081926922,6.879702983168214,76731.00929984008,2,0,1,1,9754.577278233663,33.17145636019034,15.555246371558525,50.501096944912476,79.95015379908376
316.5865559879191,4,4,44.459284992043806,3.7974453454895674,4.685323273270281,6.088197605344999,1.0724054351110768,37.156648216139985,9.926573783991753,148038.5424964192,2,1,0,1,970.2906822874525,13.424229873273546,8.222448619701478,49.46619183675586,102.28109777832094
70.90268572399897,4,1,33.779993408706254,7.3776551310923875,4.236291558220935,3.81123774990688,3.4867365184277292,49.31160790940626,3.4404732185863343,70346.97369571812,1,0,1,1,1243.49796921997,49.158628040631825,8.63411500430604,58.439833468079456,36.337405079361034
323.39518335564725,2,3,12.48401939902556,1.5002417944651392,1.228773856638915,1.300605738482,2.323220586543257,79.8132735911013,5.152851515123086,35264.141630095175,0,0,0,1,9558.105972469166,9.01958516910768,6.651900783103704,75.82942414873794,88.15687200005323
126.73585565928119,1,1,28.679230347689455,5.04802033207393,2.8631197564625226,0.37307902915658975,2.6177784352802322,32.112087371414084,1.2672929298668056,61873.78255148628,0,1,0,2,8726.244203514914,45.33513928022882,18.346590916613096,67.31861959844355,41.65834721954862
79.27321684337578,2,2,47.16171416734844,2.12321484850715,4.767869789529416,1.8393297613622002,1.8268974786157424,44.3643424385604,4.906438501827186,96996.19015401996,1,0,1,0,2110.75230186619,22.268581075322846,16.23294644470427,58.72179124456056,40.722429868106275
476.99849176399994,2,2,36.14575264614677,0.7462412141910291,3.6785842355246885,7.564822228208167,0.4400053889662088,55.48213150120006,4.653932179555071,79505.24707842097,0,0,1,2,9701.040536185363,21.36377721191764,5.347968195851152,35.632655529334926,119.28690832359959
484.53441488355173,1,1,34.4736949703382,6.174519819443162,3.441681741899469,6.762533985504267,5.538114937895402,72.7764593122925,6.082364944617327,122906.76691990344,3,0,1,0,2090.020320560585,35.06486156519817,6.413883909600823,33.90328975885691,134.005371551915
413.7788066524075,1,4,48.40790831137581,9.51967622303403,3.774505396405783,3.5213897273920693,4.327545773808969,47.958784056650416,3.3109350648268254,102872.59047633708,2,1,1,0,885.1526727395609,4.665875405582998,14.795636638848812,93.2620715567065,108.58001739689699
187.07619612801682,3,1,39.94366555920124,3.1070421871791707,1.612530944939099,3.855961775567864,5.842445866387116,56.886746773842845,3.957886907361466,97134.86483730943,1,1,0,2,6818.856740145374,27.334613428110828,8.483101124574176,64.13178378813562,66.65826885174259
93.95245130287273,3,1,6.831177154937606,5.806458003599504,3.646261347016181,7.194929115031959,3.5224138416851476,50.211029452269685,6.489070198718483,68759.27418217272,3,1,0,0,5397.960161011758,10.99853284448895,12.194380546919215,66.39249583974124,47.41732169629122
357.9048619304706,1,4,17.38175434881007,9.536033677507945,1.1642737572345796,4.7307630590058825,6.894906473735724,35.52361528354214,9.176273794573682,96221.52495577828,3,0,1,1,2396.6502800258327,7.8560844314174645,3.1093022511118384,54.62477557297323,101.00505672726432
248.06862218282058,4,4,48.257035036884304,6.504833499946875,2.140513854538767,7.046136521190107,6.737674365832237,74.32055908987522,3.1167833440023904,103870.88631681539,0,0,0,1,9282.778410460696,43.87372595334366,16.531931076469014,76.65001069612252,79.84237428179065
104.91720568015047,4,4,24.485269709899892,6.7311330230995425,4.449644085942532,3.9347128348187246,1.9024844096757954,57.682763786668986,7.097123861328847,51504.57118096402,0,1,1,2,4042.398786163095,49.86433931944794,11.127278132739615,84.12733821859734,43.357260128892754
272.8296095500716,2,2,5.581872266059268,1.789285115608359,0.09485573245375856,1.6007809529506076,2.7088384647421377,78.75072717168578,5.714950744985106,118304.15034494258,2,1,0,2,4029.065902169633,48.559842876652134,16.5147234726287,52.899195417323874,101.22422057881941
65.47483450184828,5,1,22.930243983617093,4.926096788528267,2.0715932512617337,5.80741583953788,5.268965890795317,71.68157502324831,1.9414824643192534,77151.95935249713,2,1,0,2,6318.258521652769,41.058066002581114,14.297087986660419,24.209794872770757,44.32010194597271
459.1941809354519,2,3,34.849661703540036,3.6708274708724664,1.3341088336952978,4.211146556632101,5.43622423384443,33.4689120113716,6.088899416068975,119073.08521129291,1,1,1,1,2307.9504473104016,45.9985317106765,8.580029673138936,40.192994281901335,124.77250244926725
166.4509917200076,2,4,49.877411084062054,4.7095685239103,0.992948082468047,5.34751663974775,6.374893953681565,60.00455402977671,7.379271776361561,51325.26970033989,2,0,1,0,5868.475054816473,46.21062713340231,13.611284235403268,85.72963524514064,48.4114915528637
348.1350279592919,5,4,16.195265828160093,8.008265764418772,4.192877107362562,1.257847333595957,4.568436835215774,89.45133741692241,6.384285034321427,108782.49343117572,3,0,1,2,3639.8514764517877,8.818072985299462,1.1970343223044866,64.81627878631585,113.98347513415436
190.26998424023492,1,1,25.704343743963687,4.6069898774609825,3.4824928642248905,5.180814415351565,3.325846838392449,48.47221571195649,1.939727927168283,33225.98945026717,2,0,1,0,6950.0883419219535,4.284923361957044,8.72319627944296,90.50270907466856,50.74998973115323
284.0306095300149,4,3,43.984035232489695,0.6285067825783508,0.5631636020574088,3.058057179240964,2.6435608475825685,59.577486029378534,8.690856256393406,49075.89502965828,3,0,1,0,2477.074688664408,6.339279766092631,8.716686310294497,50.54017846241788,74.81579559866047
296.01962570447586,2,1,17.763360902866676,9.05541661150863,2.472316632505947,2.6559820224895674,2.934249859779156,69.12194662044243,1.3690323639060953,136934.5075043495,3,1,1,2,1854.6192256784532,8.13021926885093,8.412881430775316,45.19726267458736,103.58987332196197
133.18450498648718,5,1,5.463077829542861,5.448158874519706,2.3345288591355557,5.371804328580817,5.952836057401397,42.135936022793736,3.1240421678502734,85376.63470737061,1,1,0,2,2498.1376362409246,41.12234929449791,2.35161089177359,20.113702882246784,60.046229343783935
486.31308249405134,3,4,47.4467937500752,9.24494358530292,0.7126389701470426,4.737912906087653,6.860061905251762,72.15043262190251,6.5413871117776194,90943.54008883813,0,0,0,1,9359.348265605442,47.063742901064884,9.73944486628999,34.41665764256798,123.18784119515443
398.80977051250153,2,4,24.422040335675003,5.723545120276245,3.9988135049560416,5.192859431493636,0.36336429443975493,69.58660058650077,2.9621138313952415,138909.33837957235,2,1,0,2,8492.28926152085,17.591940687494485,15.234093842440492,46.81279047701892,123.72868854359402
472.7745237038851,4,2,25.139185538598586,0.6963631597506059,1.8333698572709989,7.72266451385193,4.061712641283084,52.49762800316926,1.9161886659273786,88192.00880403501,1,0,1,1,8288.983941661467,1.7181830169757772,6.460737453524345,26.356264279993482,125.34756573587738
452.67230769244196,1,3,31.06000723020911,5.528693935257713,3.809688875801972,5.609571756555343,3.640377804427059,47.06635603878595,5.607264390920271,108550.62629099848,2,1,0,1,7806.94663006408,15.374009856907932,16.37172908533826,68.36788535727189,120.91754483435501
319.0549904649883,2,3,0.1768311851612303,5.757389324926806,0.9603130754110623,5.1271916981831245,2.632995923936352,85.14616207668594,7.502141357446323,56634.60865092072,3,1,1,0,6369.507222788052,35.3069273937203,11.709397173945586,99.17724131214936,97.07786129757925
464.84340576040256,2,4,46.55655877844246,2.143398793429756,1.5753673080691617,4.908424334731235,5.961035101183219,37.62141436182822,4.696796193964407,39788.777384508794,2,0,0,1,983.9922388913292,47.145242252302396,14.482514887231805,24.656858558002888,103.38599595062358
89.82162592336377,5,4,18.072554238727083,4.710290841043767,0.4758547385133294,3.189713994829914,4.030201118264446,55.9218474787311,7.286149342215272,72402.21183016466,0,0,1,0,3246.5191911344714,22.484699919378432,17.95399184897488,51.35007194532725,47.247165954116305
138.19228808861533,3,4,19.84659311921743,4.594415118736514,0.717396348728041,6.713533529137453,2.1918124356346955,76.01901769332771,8.745887649859995,125841.53603224584,2,0,0,1,5618.687187871413,16.803364031746348,9.644727661592782,52.006620126730574,71.74521820169385
70.35228000974213,3,3,8.70546237666175,6.228761490206036,4.415917451763665,3.0475088200456852,3.1087282683597017,38.888225728523224,9.629169767556157,83620.47724193084,2,0,0,2,1057.4972677720507,32.661168702764016,16.89846295138287,25.58645188940968,43.360933548074634
196.39864884346895,1,2,18.90758066462305,2.596140986739204,0.5455632209278877,5.601949074604494,2.497624901687218,85.9756520124565,3.0993840075948316,50178.043681568844,3,0,1,0,301.1638530574623,10.556336453791316,2.807523334855395,34.83626539330368,65.02162202797686
224.9047803602669,4,3,40.1971765388026,5.817484179481937,0.478656036429716,2.345149157717337,3.010599254012782,61.57514440587467,6.448250016888421,95411.76348728247,2,1,1,2,934.2855054503385,38.29070026088961,15.568198136224709,56.22759749246352,74.87939149931616
172.10706429825316,1,4,39.999583627776744,2.4095204263694283,4.701886554183299,1.1820515341302968,0.49886053240768247,60.28893926922605,3.4018658402130546,61660.8432897366,0,1,1,0,1080.6964502597639,20.7016738289061,16.673781323440366,96.44539172793188,54.90827177820463
422.9318791183682,2,4,46.78984204477264,4.464452722039066,3.229517298303838,1.038106458383969,0.7834107135184519,55.456644647958726,8.838266651027848,143600.13683558145,2,1,1,1,1095.38388768185,48.86356974941928,18.068005039421745,65.61418305449622,124.77335680369384
210.53899701211517,2,2,20.16147363403979,1.2270569933730702,0.5045799177720972,5.076470853526388,4.365841783125268,82.04701148967288,9.012590812750672,99289.51687930053,3,0,0,0,1901.7222501505848,46.705939698029184,1.62026554771328,27.987484203243802,80.42308425574969
176.42052935932134,3,1,35.43607518742922,0.37300547861478184,4.858583695330257,2.623639443836722,4.788478641775069,86.90648452882363,3.8994482806272788,147955.49112899925,1,0,1,2,4990.966519405603,33.2684388343712,2.3393692922399145,79.37383621185174,82.34989100071049
294.21323742121183,4,1,25.361877760377855,3.205873059917339,0.7355000525164856,2.200394308739148,4.456342906868751,52.804081573066675,6.8080892169275815,35168.734297880146,3,0,1,0,2854.5064340356876,32.399069334270116,0.4524439421342996,88.58304515939297,76.80626184789422
113.41590123864319,5,3,40.20113947595655,2.7457175064974146,3.83172862642714,4.7364746348517395,5.3415277817804405,62.54361901500428,8.98907831358311,31387.150826211415,3,1,1,2,8601.325012697765,6.157518048535415,10.11595853252063,84.65421125660622,39.461931308648694
410.98864133931784,4,1,35.62710045664985,4.069359120313467,0.17425680819793232,0.20535803572401523,6.604738150344184,48.92538796992943,5.575272699286465,87251.46952458553,3,1,0,0,8761.385807950703,14.047265351428628,3.85725260731699,85.46668498113944,110.25590699554516
83.54778965589688,2,1,18.395146264313784,9.619826200003397,3.122708986699058,1.969805215877396,6.024328148248586,52.08100570028102,7.484235790480741,133439.9384394524,1,1,1,1,9202.497542258703,43.0964670831337,11.355473339490734,84.94029873602669,55.95300356035097
494.0991214702328,5,3,16.833691712684622,5.222292947703284,2.733519360514479,2.7243782825367004,2.929567055598704,31.70001363735481,8.207699534131512,92928.83367397424,0,1,1,0,4711.5913832078995,18.149197770759795,17.845669908069972,37.82424551888197,130.20274709946574
397.51014618349586,4,4,12.622123151398378,5.531767061367566,1.0400190521265058,5.6669887248575845,1.5228019584489276,77.15612906462502,8.84706486433134,135142.39835596515,3,1,0,2,7740.41798353772,21.206301416846106,6.5405067662788685,67.53287681290232,129.1100209903512
139.4220566903776,4,1,28.82578952443189,9.416010387873742,3.215730713602081,4.360009977310004,2.1829654812087593,88.15998844554275,5.636868278732759,45667.92797443312,3,0,1,1,5909.828152553075,41.99115354544241,0.10694375086120367,33.00968423531262,49.935186832325954
52.48495270562108,5,4,48.19214257969298,9.21147137591833,3.085264965886943,6.847908937011596,4.114190415617045,76.17159311086124,9.476419370645555,113919.2741801815,0,1,1,0,1443.7259395975511,21.346290051521578,17.797336988446418,46.269040265401316,45.2592725064876
416.95764280467534,2,3,10.0033368808783,8.841119539004179,3.991758577319884,2.676050903988055,5.9934583412029685,61.09268524568748,6.6605791121296125,109185.28165708191,0,0,1,1,6356.986010938649,42.50058347427479,12.4376724717677,53.38190814498071,119.53430182556666
368.0858047314277,4,4,4.762622745216261,0.9799474202971303,4.379370293002227,2.371527938203325,4.91206886455283,79.65059958846689,2.365548059447904,95395.65776599507,2,0,0,2,8370.210356687481,3.4714509801892612,4.030033904536527,54.55408851292755,116.47483250587831
378.0532256184443,5,4,5.970032103815681,6.342974105203304,2.55052470326783,0.2655792685200842,3.8010917333834735,81.47274258498442,6.512110803353143,78612.57527845181,0,1,1,1,3479.4067679028817,34.55376275404774,13.847202366817978,55.03049426933083,113.83340747741353
397.0716560086756,2,3,39.154933812507494,8.080989804935118,2.4514759674208064,7.613738405106825,4.213148516920241,62.67135785569673,3.686264599454054,107648.20099049316,1,1,1,2,7466.753269323572,3.1504650917739188,12.656400553094635,82.68094396215692,110.74722017653403
83.32009328034067,5,4,17.505240214228184,8.355746895770949,3.1079788547234886,4.011937171160547,3.6978284960981305,86.2294491407929,4.348768084650198,96011.07375583434,3,1,0,0,7745.17246729791,39.50062400331486,7.602448604715737,69.61477622497183,55.92515355174273
211.30957784492267,5,1,11.218341384618984,5.779071425018961,3.6460379461490655,4.02019131755052,6.801392579307409,31.81021158341942,8.27973571183955,62715.076735807525,3,1,0,2,6435.833257306772,27.610901314949647,4.242882535339117,71.34234864517026,66.85686332733997
102.14107678630837,4,1,17.642205918675003,0.17495547486169105,1.7808558622093729,7.387489162764786,5.7126401657889225,30.605760589712258,9.760127218366303,42553.851165537024,1,0,0,2,8832.742955427146,27.793626109136184,19.848513890061245,81.49285109190035,38.96790248110096
438.3965416440171,2,1,32.26654064147609,9.73712901641735,2.523209416831142,2.3193458874286383,5.468940507808041,34.88756184988038,8.828685525713814,76397.8397985266,2,0,0,2,1448.2136069670514,18.834416574478713,12.860402240731263,36.552887263373336,106.3100556877911
330.48415707240105,4,1,27.339356241414187,4.721967027581214,2.9255209291158666,2.656849040365967,3.6213029080461236,33.4714629272071,3.932232556360842,91492.33405000139,3,0,1,2,8434.166411473416,45.16681547814015,0.034955085250232276,57.15403121772994,93.79939423571732
198.90411118369212,1,4,37.1794703260613,3.935958952735982,4.941890419179556,5.2507815551611445,2.322666202986789,55.47665926693205,5.08292929795212,91021.84503729036,3,1,1,0,6107.310689682463,25.454747490338512,2.511865573785945,88.4146592128032,68.32297500886332
78.60125762871064,1,1,16.953707424088815,3.94948713677263,2.9385609822795833,6.281407639195154,0.13659866036432367,86.41926623531921,9.851479720293057,81069.88825714133,2,0,0,2,8556.622972103767,13.021857044721857,4.948284399340239,76.45626505270816,48.98922782382608
189.94204477204798,2,4,22.60142867323427,4.241508800582665,1.1209327537112834,5.594485803459929,0.30401017051803914,70.51341299951618,9.311777943177693,69282.62027927948,2,0,0,2,5326.77621408531,41.206493520047964,16.262743708227667,90.40759876007283,66.9051389544573
196.33249491203617,5,2,5.098418448146175,2.42180718172753,2.9399492912013034,6.309746260178225,0.21166547613711384,69.5671716746674,9.792540505971282,72059.28902518732,2,0,1,0,3279.6253632020203,47.40667069491081,9.493003344371818,56.25777319354172,73.56041732813019
378.32278025212884,4,4,3.6529323016390727,3.2733362574982983,4.097497914745091,4.600864314324777,6.863337367444077,53.093162540212774,4.8962573653602695,61901.43401298532,1,0,0,2,8971.936564855723,12.114557276856285,1.2025238850241804,81.27036033921505,104.98221342302251
336.9008621098459,4,1,23.112762142205025,9.853576097747393,4.287018400055954,6.902587861692829,0.8013763692752333,62.02598737075417,8.20506942856801,99588.99192564127,1,0,0,0,8774.035930781127,30.26322221192837,5.3018616459699786,41.27884886114387,99.04995900924996
449.24573415934697,2,2,15.079830372296177,3.6816800025609417,4.001252272965059,4.400853840553311,0.9948319708306564,48.25048179266539,8.840955316069014,131986.4932982672,0,0,1,0,2676.776569956051,29.428589469392797,19.614301380939622,89.42318427956349,132.5943535272197
262.4967163228772,2,3,30.640028606806542,5.26725016473789,4.441047076444209,1.8347250180096726,3.3890499122067,61.0702643641599,1.3983701693254824,135562.76556425833,2,0,0,2,7441.082209949079,30.481007309672464,15.357381021165125,43.73468820534134,92.9614692585635
103.81741067223577,1,4,2.1501082722285956,8.482942659752185,1.6738317093956372,4.333608851988946,3.3698081682521126,74.79965452288434,3.3947898701884007,149246.99472447252,1,0,1,1,912.9470907944437,28.21168768230045,0.09318481977554027,47.24794929602935,72.58927796135069
370.9601542503477,3,1,6.088318879978272,5.274278111088635,2.53785310476331,5.703557481255637,6.439816370995484,63.52154785519792,8.951355442535078,40658.19249904321,1,1,1,0,859.779343185677,5.008866610997803,16.774002487292897,77.41313856014678,98.5302543371587
392.35327187760385,2,1,43.25954055531976,3.244534216181676,3.89795548003772,5.228602715319291,0.5147291217104615,55.13231035341377,4.498682380773529,55710.991484069935,0,0,0,0,5114.044549811144,20.62432990602202,3.8453572347599985,79.82070056033677,93.67945530299068
302.5747389062733,3,1,28.315581075955226,5.237509769185301,1.322249753795492,1.9441341037658866,6.700674156096891,80.69532383562583,3.5075987061814136,117624.83657971352,1,1,0,1,357.6159101005749,49.28578365716139,6.615486334605388,24.208193350132284,100.16742254194514
396.93523097955244,2,3,35.60272668456136,1.1408631043909745,1.8579071892585053,0.32862582403294827,1.5147316683870624,47.24657278768511,3.4542234375297376,107428.86267958226,3,1,0,1,4337.5308572864005,4.410185808788625,2.3677679174622512,32.0136784685971,110.55324935239945
272.20801836397584,5,2,42.09860593536479,1.3000695523276984,4.1557782727800605,2.019846083124797,6.791076665133832,58.88921567546761,4.378644764064241,46063.88660037972,1,0,1,2,7907.476188206229,33.48174239954229,0.21158063808311756,39.97693226078583,72.197602169503
285.2297732218973,5,2,23.19171714750261,6.941075322306689,3.850428248102416,7.8723365700297565,3.7892686916183105,88.68883623829204,3.1956653757381814,105722.1635443962,2,0,0,1,8894.736736977957,44.714965129123655,10.080228087671179,99.98928535897507,97.5063885429685
242.39345826134732,1,1,38.0530191983738,9.174606572597456,4.855997839580445,1.4757299231235939,4.564089221517211,88.03929771136139,1.0302698112242694,78775.42310843305,0,0,0,0,2547.814322882378,10.032885828666583,5.719723882582901,85.79559795290474,73.99465267843108
61.43860703484283,1,4,26.229278953676214,7.256781334885183,4.979870292573251,3.714974067927148,2.2101014086245305,30.377076999659533,2.5533563268961594,144823.13820633845,2,1,1,1,769.8026667369917,40.120979504112015,7.203324840881395,77.20378326390716,50.95140403015654
98.551142146987,3,1,11.137438513685193,0.7461324065735719,1.2037227348568953,5.10676639486048,4.282767657697167,61.9340045359352,8.943175491888914,132629.13753881532,2,0,1,0,6306.543916465997,12.088734698107206,3.379900403885223,97.07499177866711,66.29546172944329
64.14313355903042,2,1,16.882808440046976,4.028956110310057,4.502249930868366,7.0357854803963376,4.975808459295784,50.21515553250956,1.6808373759836046,38789.07357214279,0,0,0,2,2648.328410841697,1.5189458601321315,16.129054118991387,74.97555033251436,29.323021303338717
336.3846850687012,4,4,24.517522052783043,0.025535882680637334,0.4725775067503457,6.082069100241661,0.07259117104613888,47.473432184805596,4.717018361091315,40798.7558303792,3,1,1,1,234.48179212663177,26.05660879809536,3.4696784070360542,75.3315530940189,89.41707584824287
191.460191484347,1,1,15.844277608613538,5.112067433256328,3.5490010448202773,7.271624844484824,0.23959897627192794,65.77513071652083,5.108390687489991,80046.8166413299,0,0,1,1,1311.9797917553578,35.54368498601656,10.345967072296798,91.85430724484222,68.74114372428328
278.85681102411627,4,3,16.77638456749492,1.9320448488185138,1.1004969383777548,4.835069548627881,6.905339083568095,56.77825939165106,8.003385674131508,31004.5399779137,3,0,0,2,9383.557483676175,9.847046604379761,9.387663872693128,44.15652587700962,75.70169009015832
458.40491326674186,4,1,16.86964156243832,8.681466487286567,1.5015557846128136,6.9225504650224785,3.202899734249708,73.97052489303849,3.273309797426358,41326.42965367892,3,1,1,2,8750.763116005724,3.5214879339991234,18.394527004063765,20.140675408642057,113.34939858615006
162.18150311699372,2,3,6.141998942855209,1.043350528690824,4.731605888322709,2.1107439771136756,6.550722678055882,31.628051421729776,3.786776095218526,141911.47866372624,2,1,0,1,8296.174042819584,27.672908692662435,19.754662170459966,77.19574667643816,78.00279749610253
234.6723153660334,3,1,4.232130360612568,0.014333986470304039,1.3157561836710596,3.4445187373589174,5.109283317716681,85.61345079385481,1.128483620956466,125091.81986142679,2,0,1,1,3394.7354065340164,7.386070935776074,18.115128773239288,32.48907103686271,97.12313634303817
389.9980123443719,2,2,2.324801984565217,4.511460431137603,3.3658893458031516,6.750179794794195,2.6107781557716976,64.05559752767101,9.125475535128002,110725.07761206831,2,0,0,1,7145.227346133856,9.215760815995816,14.670554522149082,42.97921501089789,119.2419583953305
